"","Código do Município","Município","Estado","Ano de Referência","Código do Prestador","Prestador","Sigla do Prestador","Abrangência","Tipo de Serviço","Natureza Jurídica","G05A - Quantidade total de municípios atendidos com abastecimento de água","G05B - Quantidade total de municípios atendidos com esgotamento sanitário","G06A - População urbana residente do(s) município(s) com abastecimento de água","G06B - População urbana residente do(s) município(s) com esgotamento sanitário","G12A - População total residente do(s) município(s) com abastecimento de água, segundo o IBGE","G12B - População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE","GE001 - Quantidade de municípios atendidos com abastecimento de água com delegação em vigor","GE002 - Quantidade de municípios atendidos com abastecimento de água com delegação vencida","GE003 - Quantidade de municípios atendidos com abastecimento de água sem delegação","GE005 - Quantidade total de municípios atendidos","GE008 - Quantidade de Sedes municipais atendidas com abastecimento de água","GE009 - Quantidade de Sedes municipais atendidas com esgotamento sanitário","GE010 - Quantidade de Localidades (excluídas as sedes) atendidas com abastecimento de água","GE011 - Quantidade de Localidades (excluídas as sedes) atendidas com esgotamento sanitário","GE014 - Quantidade de municípios atendidos com esgotamento sanitário com delegação em vigor","GE015 - Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida","GE016 - Quantidade de municípios atendidos com esgotamento sanitário sem delegação","GE017 - Ano de vencimento da delegação de abastecimento de água","GE018 - Ano de vencimento da delegação de esgotamento sanitário","GE025 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor","GE026 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços","GE028 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços","GE029 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços"
"705",290430,"Brejões","BA",2016,29043011,"Prefeitura Municipal de Brejões","PMB","Local","Esgoto","Administração pública direta",0,1,5243,5243,15166,15166,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",290430,"Brejões","BA",2015,29043011,"Prefeitura Municipal de Brejões","PMB","Local","Esgoto","Administração pública direta",0,1,5259,5259,15214,15214,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",290450,"Brotas de Macaúbas","BA",2017,29045011,"Prefeitura Municipal de Brotas de Macaubas","PMBM","Local","Esgoto","Administração pública direta",0,1,3193,3193,10974,10974,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",290450,"Brotas de Macaúbas","BA",2016,29045011,"Prefeitura Municipal de Brotas de Macaubas","PMBM","Local","Esgoto","Administração pública direta",0,1,3215,3215,11049,11049,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",290450,"Brotas de Macaúbas","BA",2012,29045011,"Prefeitura Municipal de Brotas de Macaubas","PMBM","Local","Esgoto","Administração pública direta",0,1,3049,3049,10479,10479,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",290475,"Buritirama","BA",2017,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,8787,NA,21786,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",290475,"Buritirama","BA",2016,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,8740,NA,21671,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",290475,"Buritirama","BA",2011,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,7957,NA,19729,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",290475,"Buritirama","BA",2009,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7502,NA,19492,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",290475,"Buritirama","BA",2008,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7447,NA,19349,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",290475,"Buritirama","BA",2007,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7180,NA,18656,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",290475,"Buritirama","BA",2006,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7213,NA,21670,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",290475,"Buritirama","BA",2005,29047511,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7020,NA,21091,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",290515,"Caetanos","BA",2011,29051511,"Prefeitura Municipal de Caetanos","PMC","Local","Água e Esgoto","Administração pública direta",1,1,3312,3312,13727,13727,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",290515,"Caetanos","BA",2010,29051511,"Prefeitura Municipal de Caetanos","PMC","Local","Água e Esgoto","Administração pública direta",1,1,3291,3291,13639,13639,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",290515,"Caetanos","BA",2009,29051511,"Prefeitura Municipal de Caetanos","PMC","Local","Água","Administração pública direta",1,NA,2750,NA,12307,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",290550,"Caldeirão Grande","BA",2010,29055011,"Prefeitura Municipal de Caldeirão Grande","PMCG","Local","Esgoto","Administração pública direta",0,1,4558,4558,12491,12491,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",290590,"Campo Alegre de Lourdes","BA",2015,29059011,"Prefeitura Municipal de Campo Alegre de Lourdes","PMCAL","Local","Água e Esgoto","Administração pública direta",1,1,8661,8661,29938,29938,NA,NA,NA,1,1,1,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",290590,"Campo Alegre de Lourdes","BA",2014,29059011,"Prefeitura Municipal de Campo Alegre de Lourdes","PMCAL","Local","Água e Esgoto","Administração pública direta",1,1,8643,8643,29877,29877,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",290682,"Canudos","BA",2017,29068211,"Prefeitura Municipal de Canudos","PMC","Local","Esgoto","Administração pública direta",0,1,9574,9574,17316,17316,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",290682,"Canudos","BA",2016,29068211,"Prefeitura Municipal de Canudos","PMC","Local","Esgoto","Administração pública direta",0,1,9522,9522,17222,17222,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",290685,"Capela do Alto Alegre","BA",2010,29068511,"Prefeitura Municipal de Capela do Alto Alegre","PMCAA","Local","Esgoto","Administração pública direta",0,1,5595,5595,11527,11527,NA,NA,NA,1,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",290685,"Capela do Alto Alegre","BA",2009,29068511,"Prefeitura Municipal de Capela do Alto Alegre","PMCAA","Local","Esgoto","Administração pública direta",NA,1,6147,6147,12824,12824,NA,NA,NA,1,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",290689,"Caraíbas","BA",2015,29068911,"Prefeitura Municipal de Caraíbas","PMC","Local","Esgoto","Administração pública direta",0,1,2462,2462,10016,10016,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",290710,"Carinhanha","BA",2017,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,13356,13356,30118,30118,NA,NA,NA,1,1,1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",290710,"Carinhanha","BA",2016,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,13322,13322,30041,30041,NA,NA,NA,1,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",290710,"Carinhanha","BA",2015,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,13283,13283,29955,29955,NA,NA,NA,1,1,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",290710,"Carinhanha","BA",2014,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,13243,13243,29864,29864,NA,NA,NA,1,1,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",290710,"Carinhanha","BA",2013,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,13201,NA,29768,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",290710,"Carinhanha","BA",2012,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,12647,NA,28519,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",290710,"Carinhanha","BA",2011,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,12616,NA,28451,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",290710,"Carinhanha","BA",2010,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,12585,NA,28380,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",290710,"Carinhanha","BA",2009,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,12946,NA,30240,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",290710,"Carinhanha","BA",2008,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,12838,NA,29988,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",290710,"Carinhanha","BA",2007,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,12363,NA,28879,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",290710,"Carinhanha","BA",2006,29071011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,10966,NA,28529,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",290720,"Casa Nova","BA",2017,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,42423,42423,73382,73382,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",290720,"Casa Nova","BA",2016,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,42086,42086,72798,72798,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",290720,"Casa Nova","BA",2015,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,41724,41724,72172,72172,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",290720,"Casa Nova","BA",2014,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,41338,41338,71504,71504,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",290720,"Casa Nova","BA",2013,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,40928,40928,70796,70796,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",290720,"Casa Nova","BA",2012,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,38347,38347,66331,66331,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",290720,"Casa Nova","BA",2009,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,34754,34754,66718,66718,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",290720,"Casa Nova","BA",2008,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,34248,34248,65747,65747,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",290720,"Casa Nova","BA",2007,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,32745,32745,62862,62862,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",290720,"Casa Nova","BA",2006,29072011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,30470,30470,62279,62279,NA,NA,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",290750,"Catu","BA",2017,29075012,"Prefeitura Municipal de Catu","PMC","Local","Esgoto","Administração pública direta",0,1,47260,47260,56459,56459,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",290750,"Catu","BA",2017,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,47260,NA,56459,NA,NA,NA,NA,1,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",290750,"Catu","BA",2016,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,46907,NA,56037,NA,NA,NA,NA,1,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",290750,"Catu","BA",2015,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,46641,NA,55719,NA,NA,NA,NA,1,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",290750,"Catu","BA",2014,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,46357,NA,55380,NA,NA,NA,NA,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",290750,"Catu","BA",2013,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,46056,NA,55021,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",290750,"Catu","BA",2012,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,43305,NA,51734,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",290750,"Catu","BA",2011,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,43035,NA,51411,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",290750,"Catu","BA",2010,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,42755,NA,51077,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",290750,"Catu","BA",2009,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,42022,NA,50809,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",290750,"Catu","BA",2008,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,41741,NA,50470,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",290750,"Catu","BA",2007,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,40275,NA,48697,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",290750,"Catu","BA",2006,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,39783,NA,49162,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",290750,"Catu","BA",2005,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,39489,NA,48799,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",290750,"Catu","BA",2004,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,39187,NA,48425,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",290750,"Catu","BA",2003,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,38639,NA,47748,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",290750,"Catu","BA",2002,29075011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,39231,NA,47426,NA,NA,NA,NA,1,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",290755,"Caturama","BA",2009,29075511,"Prefeitura Municipal de Caturama","PMC","Local","Esgoto","Administração pública direta",0,1,1731,1731,8713,8713,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",290780,"Cícero Dantas","BA",2017,29078011,"Prefeitura Municipal de Cícero Dantas","PMCD","Local","Esgoto","Administração pública direta",0,1,19030,19030,34676,34676,NA,NA,NA,1,NA,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",290790,"Cipó","BA",2016,29079011,"Prefeitura Municipal de Cipó","PMC","Local","Esgoto","Administração pública direta",0,1,12661,12661,17673,17673,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",290910,"Coribe","BA",2017,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6410,NA,14933,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",290910,"Coribe","BA",2016,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6419,NA,14954,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",290910,"Coribe","BA",2015,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6428,NA,14976,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",290910,"Coribe","BA",2014,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6438,NA,15000,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",290910,"Coribe","BA",2013,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6449,NA,15024,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",290910,"Coribe","BA",2012,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6099,NA,14210,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",290910,"Coribe","BA",2011,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6120,NA,14258,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",290910,"Coribe","BA",2010,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,6141,NA,14307,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",290910,"Coribe","BA",2009,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,5742,NA,14895,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",290910,"Coribe","BA",2008,29091011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,5756,NA,14931,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",290920,"Coronel João Sá","BA",2015,29092011,"Prefeitura Municipal de Coronel João Sá","PMCJS","Local","Esgoto","Administração pública direta",0,1,7056,7056,17098,17098,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",290920,"Coronel João Sá","BA",2014,29092011,"Prefeitura Municipal de Coronel João Sá","PMCJS","Local","Esgoto","Administração pública direta",0,1,7121,7121,17256,17256,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",290920,"Coronel João Sá","BA",2013,29092011,"Prefeitura Municipal de Coronel João Sá","PMCJS","Local","Esgoto","Administração pública direta",0,1,7190,7190,17422,17422,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",290920,"Coronel João Sá","BA",2011,29092011,"Prefeitura Municipal de Coronel João Sá","PMCJS","Local","Esgoto","Administração pública direta",0,1,6956,6956,16855,16855,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",290930,"Correntina","BA",2017,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",0,1,13456,13456,33361,33361,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",290930,"Correntina","BA",2017,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,13456,NA,33361,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",290930,"Correntina","BA",2016,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",0,1,13421,13421,33275,33275,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",290930,"Correntina","BA",2016,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,13421,NA,33275,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",290930,"Correntina","BA",2015,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",0,1,13384,13384,33183,33183,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",290930,"Correntina","BA",2015,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,13384,NA,33183,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",290930,"Correntina","BA",2014,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",0,1,13344,13344,33084,33084,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",290930,"Correntina","BA",2014,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,13344,NA,33084,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",290930,"Correntina","BA",2013,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",0,1,13302,13302,32980,32980,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",290930,"Correntina","BA",2013,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,13302,NA,32980,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",290930,"Correntina","BA",2010,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",0,1,12604,12604,31249,31249,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",290930,"Correntina","BA",2009,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,12887,NA,32980,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",290930,"Correntina","BA",2009,29093012,"Prefeitura Municipal de Correntina","PMC","Local","Esgoto","Administração pública direta",NA,1,12887,12887,32980,32980,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",290930,"Correntina","BA",2008,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,12810,NA,32784,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",290930,"Correntina","BA",2007,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,12370,NA,31658,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",290930,"Correntina","BA",2006,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,0,12060,NA,32482,NA,NA,NA,NA,1,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",290930,"Correntina","BA",2005,29093011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,11955,NA,32198,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",290990,"Curaçá","BA",2017,29099011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,15150,15150,35524,35524,NA,NA,NA,1,1,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",290990,"Curaçá","BA",2016,29099011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,15063,15063,35320,35320,NA,NA,NA,1,1,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",290990,"Curaçá","BA",2015,29099011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,15015,15015,35208,35208,NA,NA,NA,1,1,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",290990,"Curaçá","BA",2014,29099011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,14916,14916,34974,34974,NA,NA,NA,1,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",290990,"Curaçá","BA",2013,29099011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,14810,14810,34725,34725,NA,NA,NA,1,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",290990,"Curaçá","BA",2012,29099011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,13916,13916,32631,32631,NA,NA,NA,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
